Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Sucessful A or B,Total: Treated with M,"Total: All A, B, M",Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-100077276,1167156838,9430049,5776786,115535.72,9430049,6095743,93884,123786,0,9323524,3598448,5776786,9375234,4878626.498,75804.42253,2672.47478,72578.05484,990.3172527,1056.413626,0.002032967,0.015538383,0.035205748,0.011822524,0.013348402,2.55E-08,0.646021425,0.009040672,0.012611459,0,0.009664701,0.358189116
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-97823851,1955285697,9643495,1388901,27778.02,9643495,6913198,211206,149134,0,9546709,8220691,1388901,9609592,4876992.532,77733.36582,4863.661758,72303.32769,1901.262637,1252.122582,0.001758242,0.015939098,0.062485633,0.024940445,0.016821251,2.24E-08,0.71621929,0.022595276,0.016193169,0,0.009886733,0.847619292
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-125264053,2092219206,11492860,10335453,206709.06,11492860,7703930,75812,146409,0,11427344,1129192,10335453,11464645,4877261.114,67075.82286,1435.583242,64965.33236,490.6147253,1030.82522,0,0.013752983,0.021372095,0.006009656,0.012600952,0,0.669723606,0.005382935,0.010560128,0,0.011781921,0.077998353
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-92971673,1145659609,9098860,1983073,39661.46,9098860,6576806,185447,184152,0,9035262,7095595,1983073,9078668,4875855.774,60646.93154,3992.706209,56119.81973,1348.497802,1234.898791,0,0.012438445,0.065727555,0.019139735,0.023308149,0,0.722369341,0.017730494,0.023205132,0,0.009330507,0.748323109
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-107661401,1037492140,10241732,5244081,104881.62,10241732,7318711,91650,152682,0,10097470,4926495,5244081,10170576,4876208.607,58034.93659,3825.360714,53608.02319,615.3242308,1268.707692,0,0.011901553,0.066016349,0.007839093,0.019613192,0,0.714955964,0.006656146,0.013642923,0,0.010501502,0.40997627
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-87983003,1481254887,8337490,4608103,92162.06,8337490,5993285,62339,129040,0,8233395,3684153,4608103,8292256,4880541.75,54036.27203,2080.073681,51466.49104,459.5553846,1185.607747,0.000494505,0.011072641,0.038347438,0.005785552,0.01798258,6.36E-09,0.718339387,0.004990595,0.012991328,0,0.008541917,0.330109139
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-118021474,1565954428,11492112,3100354,62007.08,11492112,8389063,179864,140565,262,11281779,8313949,3100354,11414303,4877954.289,90815.53566,2181.357912,87959.28363,1708.595769,1265.332363,2.811868132,0.018617547,0.024002818,0.018547602,0.013467723,3.22E-05,0.729971164,0.015584838,0.011815855,2.36E-05,0.011779585,0.735789498
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-132840753,650726917,12513884,7701913,154038.26,12513884,7829538,525084,170842,116,12382413,4734184,7701913,12436097,4876630.302,103375.686,2876.198956,99764.56242,4337.472857,2015.51522,1.306098901,0.021198159,0.027823217,0.04155907,0.018512441,1.20E-05,0.625730627,0.041615198,0.013175987,8.94E-06,0.012830446,0.376563461
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-126967441,1732862201,11755402,9413421,188268.42,11755402,7961383,69266,346816,0,11663367,2301353,9413421,11714774,4878011.965,100480.0154,2330.40033,97459.19451,861.7681868,3192.102198,0,0.020598761,0.023206993,0.009246456,0.03175066,0,0.677135363,0.006380085,0.029575293,0,0.012049464,0.217330729
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-90687163,1822578478,8396881,6718353,134367.06,8396881,6018457,82269,503382,9599,8331953,1647153,6718353,8365506,4880119.329,45831.80379,4379.816429,40958.78593,664.9809341,2712.116264,51.52428571,0.009392293,0.095431546,0.010614045,0.061994475,0.001248041,0.716350862,0.007284234,0.062761805,0.001263648,0.008603556,0.144303627
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-171545235,2102755210,15986237,11682865,233657.3,15986237,11367646,166414,279303,1,15829668,4237908,11682865,15920773,4879061.177,108998.7516,3681.382418,104378.6403,1583.120549,2162.565769,0.010934066,0.022339943,0.03378735,0.014927339,0.01962944,1.01E-07,0.711007144,0.010907791,0.01735272,6.42E-08,0.01638222,0.282357138
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-171685329,981091523,15689430,14791029,295820.58,15689430,9792555,17980,203122,0,15655299,883045,14791029,15674074,4877992.099,103100.3686,5820.084615,96358.94687,141.865989,1427.818187,0,0.021135664,0.056506695,0.001889555,0.01624939,0,0.624209489,0.001565616,0.015186073,0,0.01608174,0.078655401
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-155009286,271938206,15107634,3932946,78658.92,15107634,10061573,346036,206823,4269,14923741,11079246,3932946,15012192,4880638.574,94984.1039,3978.033242,90118.87978,2343.307308,1986.345604,42.50203297,0.019460207,0.041920229,0.025353325,0.017376653,0.000372097,0.666377687,0.023353756,0.011609582,0.000238818,0.015476129,0.781528108
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-125074426,567601881,11490415,10170276,203405.52,11490415,7008999,135107,94561,23,11430001,1289924,10170276,11460200,4877834.025,92364.31566,4787.367802,86902.0472,1118.078571,944.5460989,0.259010989,0.018935942,0.051803876,0.01223792,0.010088695,2.80E-06,0.609396852,0.011909523,0.008140232,2.00E-06,0.011778314,0.113003477
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-154998123,1478339873,14488840,10109723,202194.46,14488840,9529317,808972,307662,3960,14329957,4304194,10109723,14413917,4882498.722,136460.4412,2680.84533,132928.7708,7671.247088,3560.481099,45.18659341,0.02794918,0.019642916,0.055747134,0.02492123,0.000320573,0.657783685,0.055459458,0.020559299,0.000267017,0.014837582,0.295882217
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-129005435,402177878,12101507,7990365,159807.3,12101507,8612701,51273,158910,18,12031533,4080997,7990365,12071362,4878143.612,55078.55929,4459.932802,49907.97632,295.6649451,853.3268681,0.142527473,0.011291187,0.08088542,0.004868154,0.014672783,2.41E-06,0.711247993,0.003842992,0.012604613,1.39E-06,0.012403807,0.317864298
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-165274354,1088780901,15283824,12436114,248722.28,15283824,9870218,307816,106493,81,15190632,2793006,12436114,15229120,4881386.296,75158.96357,2413.488956,71847.91291,1513.341374,774.8798352,0.594340659,0.015396265,0.032140346,0.02193872,0.011031548,8.21E-06,0.645732818,0.022007464,0.007615839,5.62E-06,0.015654281,0.217652112
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-104941956,229671744,9725763,7684326,153686.52,9725763,6438874,83727,98744,14,9650203,2001215,7684326,9685541,4875705.84,59052.09319,1399.60022,57081.23236,570.6804945,811.4415934,0.159945055,0.012111264,0.023725952,0.006603175,0.009974341,1.89E-06,0.662492626,0.00591261,0.007490421,1.01E-06,0.009973363,0.143030921
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-135598205,1212233175,12700562,8592585,171851.7,12700562,7874604,64179,120658,26099,12566970,4034827,8592585,12627412,4879266.428,63390.96945,5139.983516,57505.08049,378.8723077,755.6164835,165.4678571,0.012992151,0.081029324,0.00628507,0.011113617,0.002419452,0.61961918,0.00526749,0.008963103,0.001943542,0.013014815,0.336637574
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-83270661,913162141,8134077,1929891,38597.82,8134077,5292464,300787,185954,159452,8022200,6159235,1929891,8089126,4878408.699,91442.50159,1224.406264,89740.31846,3704.990055,2142.995604,1808.58011,0.018744856,0.013371984,0.036874806,0.026730316,0.022856037,0.650840919,0.034216746,0.026120523,0.022580024,0.008336963,0.725770475
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-99440642,1153350790,9532848,4112162,82243.24,9532848,5834665,126446,189783,179475,9404944,5340835,4112162,9452997,4878795.476,54534.05044,1302.816099,52671.33637,1109.822637,1079.93511,1020.290275,0.011178212,0.023901881,0.018041717,0.022358752,0.021283601,0.612122482,0.012014779,0.022393134,0.021307181,0.00976985,0.498510422
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-152797299,1480084698,14308139,9715909,194318.18,14308139,10388895,138539,232493,793,14154697,4530396,9715909,14246305,4876428.773,115598.8715,1016.43978,113742.193,1233.604341,2576.901044,8.651978022,0.023705983,0.008823313,0.012320233,0.022543807,7.44E-05,0.725804,0.011143196,0.01664526,5.60E-05,0.01467072,0.364474232
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-146671291,771757293,13627239,10398901,207978.02,13627239,9851940,76878,93528,0,13552396,3195681,10398901,13594582,4877233.376,61383.41451,3599.890604,56983.28819,400.6109341,596.0478022,0,0.012585975,0.058653214,0.008158948,0.010019568,0,0.722854846,0.007048379,0.007230887,0,0.013970411,0.282686516
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-106431254,1313163567,9947672,6954534,139090.68,9947672,7320616,207869,786654,61619,9808761,2941569,6954534,9896103,4878328.294,88040.33863,4257.771593,83198.26995,2151.753132,6974.691813,544.634011,0.018046982,0.048330213,0.019331412,0.083322182,0.006761192,0.736405822,0.016702748,0.083185796,0.006751656,0.010195576,0.221852713
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-112656881,874755051,10858477,4072111,81442.22,10858477,7803064,139952,100640,43837,10723063,6729873,4072111,10801984,4880323.876,65204.29907,2299.415385,62267.13077,1257.667637,696.0632418,301.6663187,0.013361645,0.035198867,0.016812278,0.011176996,0.004833492,0.718377304,0.011532716,0.009743181,0.004238385,0.011125343,0.547399031
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-88094904,1600738518,8558927,2505634,50112.68,8558927,5554513,116346,77671,22036,8409343,5963908,2505634,8469542,4876839.725,52525.3578,2466.700495,49555.95687,1201.777857,643.450989,182.4622527,0.010770553,0.04696655,0.019381976,0.01247091,0.003578221,0.648656403,0.01169519,0.009370652,0.00270724,0.00877501,0.6515505
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-165257958,1670780173,15148770,13770258,275405.16,15148770,9794185,195720,121096,0,15086168,1351115,13770258,15121373,4880150.905,102544.1755,3265.206538,98389.3483,1403.065769,917.1549451,0.001538462,0.021011329,0.031874575,0.014864394,0.009605017,1.74E-08,0.646304605,0.014079861,0.008595824,0,0.015519729,0.098822816
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-168980198,410136007,15465083,14329368,286587.36,15465083,11262443,671747,784528,23181,15423923,1123305,14329368,15452673,4879835.675,74975.16907,5817.066319,68250.02236,3289.311923,3777.992857,112.4978571,0.015364116,0.07766429,0.046480267,0.050326653,0.001576528,0.728297461,0.046002989,0.050654818,0.001572911,0.015845661,0.089040246
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-132230727,874247396,13107221,1158517,23170.34,13107221,9568825,62251,101387,1,13021289,11907669,1158517,13066186,4878053.497,66884.92676,1060.839286,65054.47467,396.9575275,730.151978,0.001098901,0.013711811,0.015842446,0.00621114,0.009988537,1.96E-08,0.729752438,0.004958833,0.007121033,7.94E-08,0.013435034,0.917916871
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-155705232,1307689094,14392698,11778252,235565.04,14392698,10551791,1192490,201114,654,14248762,2556651,11778252,14334903,4878309.835,105873.5802,4624.041758,100404.2901,8691.736593,2015.825495,6.336923077,0.021702757,0.043706419,0.082197857,0.01911315,6.01E-05,0.733151796,0.082998068,0.014295368,4.64E-05,0.014751552,0.19545299
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-175616845,1681947926,16199796,13618885,272377.7,16199796,10650901,207743,174397,0,16077446,2520096,13618885,16138981,4879961.251,115852.0837,3040.559341,111860.309,1567.77467,1675.931319,0.000934066,0.023739731,0.026252587,0.014729334,0.015005464,8.53E-09,0.657397741,0.014050153,0.011387059,0,0.016597787,0.17680946
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-135463840,1379141387,13141558,4048260,80965.2,13141558,9349698,187099,53933,46,13031793,9050639,4048260,13098899,4875304.298,95791.12082,3047.706099,91971.64846,1564.730604,501.7005495,0.447197802,0.019648963,0.031829342,0.01627138,0.005055263,4.69E-06,0.711510111,0.014251952,0.003945017,3.49E-06,0.013478155,0.718733194
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-87729697,697135067,8603786,1691837,33836.74,8603786,5394076,153157,137891,38644,8452505,6837878,1691837,8529715,4879485.062,88129.47363,3781.533516,83842.64538,1797.450055,1669.793791,470.6181319,0.018062056,0.042877154,0.017142375,0.020157888,0.005754597,0.626777386,0.01507533,0.017237172,0.004889527,0.008816579,0.769553755
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-105455912,470310354,10229145,3164462,63289.24,10229145,7131992,162128,100751,3469,10087266,7008463,3164462,10172925,4879231.136,71545.82181,4944.16544,66000.93637,1417.658187,767.8282967,26.25236264,0.014663657,0.069042045,0.018897953,0.010812981,0.000369834,0.696750976,0.015270349,0.009908817,0.000341191,0.010482369,0.683017597
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-114681074,2146279519,11345166,1229414,24588.28,11345166,7423965,180897,102197,15706,11188428,10033728,1229414,11263142,4878918.296,104879.3771,2485.936099,101727.114,2062.141978,1038.246538,159.1924725,0.021496308,0.023713463,0.018795544,0.009374396,0.001429996,0.654438217,0.015359852,0.008521946,0.001305415,0.011626588,0.89783881
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-110977196,2068701992,10844675,2530446,50608.92,10844675,7792716,76132,169511,16,10765111,8283872,2530446,10814318,4877999.637,68468.39302,2431.175604,65400.29385,602.6571429,1102.902473,0.176593407,0.014036558,0.035517953,0.008824211,0.019258369,2.27E-06,0.718516638,0.007084651,0.018763232,1.43E-06,0.01111604,0.713076756
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-125115843,512747718,11600559,9110253,182205.06,11600559,7382257,574575,382862,840,11489950,2444306,9110253,11554559,4877879.187,143162.6688,3346.491264,139134.8439,7174.635604,5050.47044,11.21505495,0.029349318,0.023379991,0.049930698,0.033975714,7.86E-05,0.636424969,0.049390127,0.031925594,7.22E-05,0.01189098,0.216343108
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-143071867,2060995674,13159396,11477907,229558.14,13159396,8524010,87241,34839,76,13095657,1646008,11477907,13123915,4879944.323,75870.33077,6267.745165,68829.72093,692.1372527,253.4392308,0.634945055,0.015546867,0.082592639,0.010692907,0.00401845,1.01E-05,0.647546252,0.007942403,0.003168743,6.93E-06,0.013482579,0.15443027
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-126632755,463849905,11770082,8931935,178638.7,11770082,8072884,114402,1290800,937884,11608326,2771950,8931935,11703885,4880071.644,97982.60769,4281.697637,93009.59791,1376.181978,10660.70462,7758.463846,0.020077966,0.043699723,0.015077533,0.106045416,0.076937628,0.685747586,0.010606862,0.106605135,0.077242354,0.012059199,0.26503674
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-116067146,1233607226,11280676,3260386,65207.72,11280676,8188091,116362,62224,0,11185907,7980505,3260386,11240891,4879286.501,57763.73242,3389.02511,53712.21159,733.1667582,444.5832418,0.023076923,0.011839193,0.058615754,0.00995159,0.008065494,3.44E-07,0.725918862,0.008192103,0.005833511,0,0.011560232,0.662954653
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-137778658,1005043691,12763715,10141508,202830.16,12763715,7932631,68198,109780,0,12684434,2582169,10141508,12723677,4880333.144,69776.8878,4070.141868,64957.1567,484.7074725,688.0354945,0,0.014297566,0.058325441,0.007661371,0.010289059,0,0.621148475,0.005921171,0.009053688,0,0.013076459,0.22826094
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-144316519,379308908,13329088,11025639,220512.78,13329088,8845088,40680,133589,0,13241905,2259085,11025639,13284724,4875897.245,58420.37016,1576.944451,56060.58203,216.7355495,873.5757692,0,0.011981628,0.02695958,0.003394956,0.013124878,0,0.663551358,0.002785408,0.00906021,0,0.013668261,0.157520543
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-81078263,196387075,7732419,3754073,75081.46,7732419,5523663,68077,198171,9,7630628,3930181,3754073,7684254,4877232.192,69006.24137,3361.106648,65190.89176,689.6493407,2196.827967,0.060494505,0.014148276,0.048711672,0.007990786,0.030845308,7.43E-07,0.714281768,0.007026929,0.025339793,9.81E-07,0.00792673,0.439699847
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-145486914,1676783959,14447243,1014484,20289.68,14447243,8708173,102086,159360,39,14295707,13344267,1014484,14358751,4873369.537,90824.98857,803.9131319,89172.69912,904.1115934,1406.36533,0.531703297,0.01863757,0.00882941,0.009964377,0.013419168,6.00E-06,0.602304916,0.007153864,0.009736133,2.74E-06,0.014822778,0.937486869
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-113142070,1462535393,11004382,3098250,61965,11004382,7177703,136489,156275,0,10855762,7824347,3098250,10922597,4878722.096,94734.38995,5513.656923,88574.39297,1571.367857,1545.552198,0,0.019417927,0.058205911,0.016660643,0.015326023,0,0.652183303,0.012449559,0.013384684,0,0.011277908,0.727224519
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-99777162,1099441256,9598178,3795382,75907.64,9598178,7148989,154539,95324,0,9422394,5713475,3795382,9508857,4877974.426,55874.10231,4118.312967,51191.98055,1524.897912,759.0428022,5.49E-05,0.011454902,0.073909968,0.021348312,0.013424124,1.86E-09,0.74544081,0.01296631,0.009866056,0,0.009838625,0.536880975
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-93296870,983502386,8535970,7937170,158743.4,8535970,5441927,310951,49168,0,8515730,589336,7937170,8526506,4879471.263,49990.18505,2351.392747,47137.46604,1827.349176,301.1101648,0,0.010245458,0.047001336,0.034735229,0.004389357,0,0.637166591,0.03477145,0.004179529,0,0.008747016,0.044788248
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-114090433,682956440,11184408,2246353,44927.06,11184408,8248303,99539,186520,95,11011174,8869160,2246353,11115513,4875268.911,98706.44187,6465.606264,91584.03703,1091.174505,1962.448187,1.200384615,0.020246415,0.065525979,0.009228455,0.021516709,1.06E-05,0.737580058,0.007467649,0.018150002,7.44E-06,0.011470545,0.768591522
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-85354797,1644262309,8211919,3235607,64712.14,8211919,5684058,123983,98441,0,8079935,4911429,3235607,8147036,4879298.479,58517.59308,1115.848242,56919.3567,1188.247033,854.8772527,0.00010989,0.01199325,0.019068936,0.016452068,0.014575978,3.48E-09,0.692018435,0.012419912,0.011972426,0,0.008415056,0.541818934
D:0.3yr| T: 11.98%| I: 2.38%| Obs: 125000.0%,91,0.119765254,0.023761426,1250,-147763490,989450372,13636403,11399460,227989.2,13636403,8863809,444534,691774,2211,13533872,2194734,11399460,13594194,4881829.224,120589.3148,2530.321593,117258.2339,4186.458791,6245.230824,20.42076923,0.024701169,0.021032067,0.035857316,0.051748604,0.000162703,0.650010468,0.033624332,0.050685767,0.000154657,0.013966163,0.197958676
