Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: Hospitalized,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Hospitalization rate,Average ratio: Deth rate,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-486.00142,70722259,486,71,23.66666667,11,2.862637363,27853,2642,1347,1347,0,486,27853,2642,1347,1347,0,486,28.3956044,7.235347985,1.053113553,986455.2005,165.5320513,8.463369963,999926.6026,0.986527027,0.000165651,8.63745E-06,1,0,1.69372E-05,3.11564E-06,149,71
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-692.00144,124062222,692,72,24,12,2.978021978,38582,4106,1803,1803,0,692,38582,4106,1803,1803,0,692,50.64468864,10.82875458,1.454212454,981051.9652,208.9587912,12.46886447,999836.5321,0.981210545,0.000209097,1.26619E-05,1,0,2.6325E-05,4.43672E-06,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1162.00144,1565933337,1162,72,24,12,2.843406593,67018,6538,3180,3180,0,1162,67018,6538,3180,3180,0,1162,76.48717949,18.30677656,2.669413919,971974.2637,467.5018315,21.19871795,999709.37,0.972245946,0.000467555,2.14232E-05,1,0,4.19256E-05,7.45151E-06,148,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-4515.00144,1951799423,4515,72,24,12,2.978021978,183510,18531,6849,8558,1705,2810,183510,18531,8558,6849,1705,4515,211.7774725,36.07692308,12.01282051,913765.783,1037.723443,48.29029304,998093.4167,0.915393636,0.00103932,4.85952E-05,0.800303809,0.377630122,0.000119037,2.90045E-05,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-4056.00144,494860587,4056,72,24,12,2.978021978,160631,15086,6306,7689,1376,2680,160631,15086,7689,6306,1376,4056,166.293956,28.84065934,10.32967033,923034.6941,732.456044,39.39652015,998244.5147,0.924567667,0.000733645,3.96741E-05,0.820132657,0.339250493,9.68869E-05,2.60499E-05,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-463.00144,826462538,463,72,24,12,2.978021978,27371,2723,1283,1284,0,463,27371,2723,1284,1283,0,463,28.48901099,7.238095238,0.983516484,986567.0394,167.7619048,8.413003663,999942.0495,0.986623746,0.000167884,8.60343E-06,0.999221184,0,1.74561E-05,2.96814E-06,155,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-332.0012,1278019755,332,60,20,10,2.978021978,19096,1756,939,942,0,332,19096,1756,942,939,0,332,18.51098901,5.531135531,0.691391941,990455.9286,138.6327839,6.406593407,999959.7408,0.990495713,0.000138901,6.58215E-06,0.996815287,0,1.12569E-05,2.12829E-06,155,60
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1383.00144,1536221356,1383,72,24,12,2.92032967,85378,8507,3855,3864,9,1374,85378,8507,3864,3855,9,1383,106.7042125,20.10347985,3.350732601,960182.6978,488.8177656,23.6978022,999527.1145,0.960622375,0.000488928,2.39164E-05,0.997670807,0.006507592,5.45605E-05,8.87017E-06,152,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-3250.00144,457148837,3250,72,24,12,2.958791209,157966,16780,6492,7594,1102,2148,157966,16780,7594,6492,1102,3250,181.2655678,33.22252747,10.31776557,928792.9158,889.0247253,43.76098901,998774.5998,0.929860623,0.000889708,4.40183E-05,0.854885436,0.339076923,0.000107713,2.08643E-05,154,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-485.00144,505910673,485,72,24,12,2.901098901,28379,2771,1318,1319,0,485,28379,2771,1319,1318,0,485,29.50915751,7.902014652,1.008241758,985345.1282,206.8644689,9.100732601,999923.0852,0.985420975,0.000206976,9.30175E-06,0.99924185,0,1.77641E-05,3.10923E-06,151,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-566.00144,1861437070,566,72,24,12,2.862637363,30563,2978,1489,1490,0,566,30563,2978,1490,1489,0,566,32.47985348,8.433150183,1.153846154,985806.141,191.9697802,9.801282051,999884.413,0.985918514,0.000192085,1.00049E-05,0.999328859,0,1.90921E-05,3.62865E-06,149,72
D:1| P: 12.0,1,0.096153846,151,12,0,0,0,50,0,-1014.00144,1631862409,1014,72,24,12,2.92032967,75480,7505,3332,3341,8,1006,75480,7505,3341,3332,8,1014,75.41575092,22.13644689,2.874542125,965098.7125,453.1181319,25.23260073,999683.7244,0.965394648,0.000453188,2.54501E-05,0.997306196,0.007889546,4.81258E-05,6.50231E-06,152,72
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-1535.0014,1043226599,1535,70,23.33333333,10,2.978021978,84479,8346,3938,4198,258,1277,84479,8346,4198,3938,258,1535,93.503663,28.31135531,4.991758242,961464.609,635.4954212,33.50091575,999499.5375,0.961928046,0.000635558,3.37267E-05,0.938065746,0.168078176,5.35293E-05,9.84566E-06,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-2227.00144,257469460,2227,72,24,11,2.93956044,137464,14374,5286,5842,540,1687,137464,14374,5842,5286,540,2227,131.6007326,28.7014652,6.893772894,945822.0119,816.3608059,35.8003663,999291.5952,0.946449002,0.000817367,3.60698E-05,0.904827114,0.242478671,9.22264E-05,1.42893E-05,153,72
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-336.0014,1232387964,336,70,23.33333333,10,2.92032967,20900,2105,1002,1002,0,336,20900,2105,1002,1002,0,336,24.59432234,5.60989011,0.765567766,988810.956,134.282967,6.533882784,999982.0476,0.988829457,0.000134422,6.67898E-06,1,0,1.34938E-05,2.15389E-06,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-370.0014,936806146,370,70,23.33333333,10,2.901098901,26294,2665,1130,1133,0,370,26294,2665,1133,1130,0,370,30.05677656,6.671245421,0.873626374,985912.1218,170.3278388,7.718864469,999949.0513,0.985962992,0.000170534,7.86955E-06,0.997352162,0,1.70841E-05,2.37192E-06,151,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-4101.0014,1089073639,4101,70,23.33333333,10,2.958791209,175026,18473,5658,7591,1931,2170,175026,18473,7591,5658,1931,4101,210.6520147,33.24908425,12.16117216,931931.0284,1268.218864,45.61172161,998671.6621,0.933061708,0.001270025,4.58813E-05,0.745356343,0.470860766,0.000118623,2.63392E-05,154,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-1176.00142,404916852,1176,71,23.66666667,11,2.958791209,73446,7513,3164,3253,41,1135,73446,7513,3253,3164,41,1176,84.43131868,17.58608059,2.847069597,974560.3608,390.0723443,20.65018315,999759.8645,0.974779154,0.000391434,2.09267E-05,0.972640639,0.034863946,4.81778E-05,7.54131E-06,154,71
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-414.0014,239233827,414,70,23.33333333,10,2.978021978,21057,2250,1100,1100,0,414,21057,2250,1100,1100,0,414,21.14102564,5.541208791,0.833333333,989382.2592,119.0641026,6.546703297,999939.3297,0.98944228,0.000119231,6.71315E-06,1,0,1.44239E-05,2.65402E-06,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-388.0014,1270591778,388,70,23.33333333,10,2.978021978,20727,2140,1034,1034,0,388,20727,2140,1034,1034,0,388,25.16666667,5.478021978,0.792124542,989495.4496,133.8681319,6.421245421,999969.0852,0.989526134,0.000134029,6.58117E-06,1,0,1.37183E-05,2.48726E-06,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-5606.00142,317931843,5606,71,23.66666667,11,2.958791209,225718,23368,7010,10113,3098,2508,225718,23368,10113,7010,3098,5606,251.6190476,36.98717949,20.81776557,888910.6566,1474.374542,58.01098901,997430.8709,0.891007132,0.001477374,5.83626E-05,0.693167211,0.552622191,0.000150191,3.60352E-05,154,71
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-346.0014,1447263987,346,70,23.33333333,10,2.978021978,20302,1962,946,948,0,346,20302,1962,948,946,0,346,24.58058608,6.163003663,0.68956044,989549.8819,141.9688645,7.021062271,999978.7015,0.989571307,0.000142163,7.20326E-06,0.997890295,0,1.25772E-05,2.218E-06,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-422.0014,597720908,422,70,23.33333333,10,2.958791209,23316,2328,1132,1132,0,422,23316,2328,1132,1132,0,422,27.48809524,6.471611722,0.864468864,988586.3269,133.1108059,7.508241758,999934.3919,0.988650817,0.000133272,7.67939E-06,1,0,1.49241E-05,2.70531E-06,154,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-325.0014,533240777,325,70,23.33333333,10,2.92032967,21422,2073,936,936,0,325,21422,2073,936,936,0,325,21.75091575,6.080586081,0.684981685,989234.2912,125.4642857,6.94047619,999982.3791,0.989251866,0.000125612,7.09986E-06,1,0,1.32887E-05,2.08338E-06,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-3527.0014,93411073,3527,70,23.33333333,10,2.843406593,146677,15229,5406,6706,1297,2230,146677,15229,6706,5406,1297,3527,167,31.27564103,10.16025641,937527.7399,759.7545788,41.65018315,998688.957,0.938682212,0.000760688,4.19054E-05,0.806143752,0.367734619,9.77749E-05,2.26463E-05,148,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-1056.00144,2115334294,1056,72,24,11,2.978021978,55920,5503,2737,2744,0,1056,55920,5503,2744,2737,0,1056,49.05677656,14.94688645,2.296703297,973783.1511,259.8012821,17.44322344,999666.4918,0.974102084,0.000260065,1.76696E-05,0.99744898,0,3.52882E-05,6.77172E-06,155,72
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-455.0014,1610837117,455,70,23.33333333,10,2.901098901,28529,2815,1386,1388,0,455,28529,2815,1388,1386,0,455,29,8.193223443,1.092490842,985896.5119,157.5128205,9.45970696,999927.4075,0.985967415,0.000157811,9.63656E-06,0.998559078,0,1.80461E-05,2.91689E-06,151,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-4347.0014,2004122012,4347,70,23.33333333,10,2.978021978,172163,16853,6030,8208,2177,2170,172163,16853,8208,6030,2177,4347,194.9734432,29.44322344,13.38461538,917905.2949,837.9954212,43.04212454,998174.4295,0.919469531,0.000839154,4.33218E-05,0.734649123,0.500805153,0.000108241,2.79237E-05,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-389.0014,1287676256,389,70,23.33333333,10,2.978021978,24161,2538,1085,1087,0,389,24161,2538,1087,1085,0,389,28.7518315,6.543040293,0.81959707,989871.2802,173.2564103,7.538461538,999988.8269,0.989880517,0.000173397,7.70738E-06,0.998160074,0,1.62695E-05,2.49364E-06,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-485.0014,255156572,485,70,23.33333333,10,2.958791209,31212,3250,1376,1377,0,485,31212,3250,1377,1376,0,485,33.82234432,7.713369963,1.08974359,984363.8104,178.3553114,8.974358974,999921.0623,0.98444092,0.000178505,9.14709E-06,0.999273784,0,2.08349E-05,3.10924E-06,154,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-402.0014,1649727319,402,70,23.33333333,10,2.92032967,28095,2782,1152,1159,0,402,28095,2782,1159,1152,0,402,30.79761905,7.321428571,0.892857143,986725.881,189.9102564,8.373626374,999944.8828,0.986778935,0.000190473,8.55308E-06,0.993960311,0,1.78343E-05,2.57707E-06,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-1007.0014,956266957,1007,70,23.33333333,10,2.978021978,57467,5351,2748,2753,2,1005,57467,5351,2753,2748,2,1007,57.1474359,14.4029304,2.318681319,978525.2372,396.6181319,16.93315018,999769.1053,0.978740316,0.000396834,1.71399E-05,0.998183799,0.001986097,3.43122E-05,6.45727E-06,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-257.0014,1827185371,257,70,23.33333333,9,2.92032967,18497,1878,779,779,0,257,18497,1878,779,779,0,257,17.04304029,4.701465201,0.565018315,990708.8059,120.279304,5.419413919,1000023.204,0.990686189,0.000120422,5.56986E-06,1,0,1.20382E-05,1.6474E-06,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-9297.0014,1996870627,9297,70,23.33333333,10,2.92032967,300047,29870,5374,12371,6997,2300,300047,29870,12371,5374,6997,9297,357.0201465,31.42399267,35.09249084,825063.4112,1644.092491,66.68681319,994863.5101,0.828845048,0.00164979,6.71433E-05,0.434403039,0.752608368,0.000192321,5.98804E-05,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-1293.0014,38112397,1293,70,23.33333333,10,2.93956044,81577,8752,3832,3836,0,1293,81577,8752,3836,3832,0,1293,102.1584249,20.16483516,3.286630037,967513.1062,616.8727106,23.68772894,999637.5614,0.967846945,0.00061711,2.3909E-05,0.998957247,0,5.61292E-05,8.29252E-06,153,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-3750.00142,1950159003,3750,71,23.66666667,11,2.978021978,148229,15096,5643,7170,1524,2226,148229,15096,7170,5643,1524,3750,155.8058608,30.16300366,11.73717949,929717.7271,1030.600733,42.10347985,998393.6658,0.931131289,0.001031884,4.23797E-05,0.787029289,0.4064,9.69373E-05,2.40808E-05,155,71
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-435.0014,1052996097,435,70,23.33333333,10,2.92032967,26432,2542,1298,1299,0,435,26432,2542,1299,1298,0,435,30.5521978,7.637362637,0.999084249,988240.4991,188.6190476,8.811355311,999972.8709,0.988265651,0.000188895,9.01493E-06,0.999230177,0,1.62954E-05,2.78857E-06,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-974.0014,1425001677,974,70,23.33333333,10,2.92032967,55167,5732,2836,2839,0,974,55167,5732,2839,2836,0,974,64.5952381,16.85164835,2.40018315,974918.8929,338.5851648,19.45695971,999734.7509,0.975170915,0.000338851,1.96682E-05,0.99894329,0,3.67543E-05,6.24549E-06,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-2309.0014,1960537251,2309,70,23.33333333,10,2.843406593,122618,13491,5185,5820,632,1677,122618,13491,5820,5185,632,2309,162.1639194,26.78846154,7.568681319,953103.5037,806.5467033,34.54945055,999305.6374,0.953721367,0.000807005,3.47917E-05,0.890893471,0.273711563,8.65627E-05,1.4816E-05,148,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-1509.0014,742485397,1509,70,23.33333333,10,2.93956044,102350,10416,3991,4194,200,1309,102350,10416,4194,3991,200,1509,102.6208791,26.85531136,4.735347985,959198.0833,698.9331502,31.79761905,999597.0385,0.959560909,0.000699295,3.20362E-05,0.95159752,0.132538105,6.68039E-05,9.67861E-06,153,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-1281.0014,905423139,1281,70,23.33333333,10,2.978021978,93170,9634,3654,3753,85,1196,93170,9634,3753,3654,85,1281,109.1144689,24.59981685,3.659340659,965731.9341,676.1144689,28.47710623,999712.2711,0.965989404,0.000677397,2.87334E-05,0.973621103,0.066354411,6.17814E-05,8.21502E-06,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-7623.0014,551782434,7623,70,23.33333333,10,2.958791209,257332,26174,7167,12299,5130,2493,257332,26174,12299,7167,5130,7623,282.78663,34.13461538,24.83058608,856721.3901,1529.916667,59.13644689,995957.8791,0.859887533,0.001534456,5.95452E-05,0.582730303,0.6729634,0.000168416,4.90529E-05,154,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-417.0014,571247626,417,70,23.33333333,10,2.958791209,25401,2525,1192,1196,0,417,25401,2525,1196,1192,0,417,28.88827839,7.095238095,0.919413919,986395.0284,144.8910256,8.182234432,999939.5742,0.986455211,0.000145139,8.36278E-06,0.996655518,0,1.61868E-05,2.67323E-06,154,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-841.0014,1271857357,841,70,23.33333333,10,2.958791209,55689,5112,2385,2387,0,841,55689,5112,2387,2385,0,841,53.13736264,13.18681319,1.96978022,975956.9322,400.8543956,15.37271062,999794.2857,0.976150975,0.000401054,1.55894E-05,0.999162128,0,3.27773E-05,5.39236E-06,154,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-443.0014,1368378957,443,70,23.33333333,10,2.93956044,29783,3055,1340,1341,0,443,29783,3055,1341,1340,0,443,30.72344322,7.903846154,1.029304029,986583.2537,203.8360806,9.122710623,999967.5412,0.986613521,0.000204129,9.32055E-06,0.999254288,0,1.9584E-05,2.83987E-06,153,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-4012.0014,1411728904,4012,70,23.33333333,10,2.92032967,165600,15785,6125,7972,1843,2169,165600,15785,7972,6125,1843,4012,161.2847985,33.82326007,14.52655678,939884.8205,1214.572344,48.54029304,998826.3544,0.940891139,0.001216211,4.88413E-05,0.768314099,0.459371884,0.000101358,2.57656E-05,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-613.0014,1598373624,613,70,23.33333333,10,2.901098901,35473,3499,1705,1705,0,613,35473,3499,1705,1705,0,613,35.8489011,9.346153846,1.38003663,982370.4359,255.6529304,10.90934066,999851.9414,0.982514355,0.000255768,1.10986E-05,1,0,2.24329E-05,3.93011E-06,151,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-6329.0014,796807862,6329,70,23.33333333,10,2.93956044,232079,22769,6733,11044,4310,2019,232079,22769,11044,6733,4310,6329,220.2619048,42.0989011,29.62912088,889793.5119,1703.699634,71.92216117,997293.5916,0.891967238,0.001707293,7.22973E-05,0.6096523,0.680992258,0.000146381,4.06962E-05,153,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-5162.0014,1999360184,5162,70,23.33333333,10,2.92032967,193519,19030,5599,8556,2953,2209,193519,19030,8556,5599,2953,5162,244.2912088,26.37912088,15.32326007,903058.8681,1194.794872,41.86996337,997654.2857,0.905020763,0.001196883,4.21634E-05,0.654394577,0.572065091,0.000122278,3.31734E-05,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-4124.00142,1596956965,4124,71,23.66666667,11,2.92032967,167807,16479,6136,8011,1873,2251,167807,16479,8011,6136,1873,4124,157.6300366,39.90750916,14.65201465,916941.1264,1053.217949,54.75,998151.2381,0.91854656,0.001054818,5.50804E-05,0.765946823,0.454170708,0.000105836,2.64871E-05,152,71
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-274.0014,59423589,274,70,23.33333333,10,2.93956044,20840,2267,941,942,0,274,20840,2267,942,941,0,274,24.63095238,5.496336996,0.684065934,989663.7857,135.974359,6.367216117,1000022.661,0.989641385,0.000136258,6.53597E-06,0.998938429,0,1.45317E-05,1.75637E-06,153,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-1913.0014,1475041650,1913,70,23.33333333,10,2.978021978,99601,9831,4295,4711,399,1514,99601,9831,4711,4295,399,1913,105.3131868,26.09065934,5.517399267,963987.609,609.1666667,31.82875458,999461.0476,0.964477461,0.000610428,3.20995E-05,0.911696031,0.208572922,6.30675E-05,1.22724E-05,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-519.0014,1837679086,519,70,23.33333333,10,2.997252747,29630,3122,1506,1507,0,519,29630,3122,1507,1506,0,519,32.39102564,9.345238095,1.208791209,986977.9954,163.7655678,10.71703297,999928.88,0.987046225,0.000163916,1.08939E-05,0.99933643,0,2.00145E-05,3.32722E-06,156,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-6118.0014,454377015,6118,70,23.33333333,10,2.901098901,195609,20164,5943,9921,3978,2140,195609,20164,9921,5943,3978,6118,244.7554945,32.56318681,21.77930403,891345.4716,1192.861722,54.52930403,996800.7637,0.894022278,0.001195445,5.48664E-05,0.599032356,0.650212488,0.000129636,3.93383E-05,151,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-506.00142,992015973,506,71,23.66666667,11,2.997252747,42380,4640,1645,1653,0,506,42380,4640,1653,1645,0,506,44.21520147,10.15842491,1.308608059,984154.6758,308.0924908,11.65934066,999960.794,0.984187615,0.000308774,1.18864E-05,0.995160315,0,2.97455E-05,3.2438E-06,156,71
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-2961.0014,745379750,2961,70,23.33333333,10,2.93956044,121813,11834,5555,6216,655,2306,121813,11834,6216,5555,655,2961,144.1886447,28.67032967,7.595238095,951252.0449,807.6712454,36.46428571,999009.7436,0.952144143,0.000808684,3.67304E-05,0.893661519,0.221209051,7.59557E-05,1.9006E-05,153,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-3398.00142,1338129969,3398,71,23.66666667,11,2.93956044,143055,14076,5686,6905,1211,2187,143055,14076,6905,5686,1211,3398,162.5549451,35.07509158,11.26373626,939294.0147,935.6410256,46.53663004,998734.6795,0.940413896,0.000936996,4.68364E-05,0.82346126,0.356386109,9.03678E-05,2.18164E-05,153,71
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-470.0014,1925125805,470,70,23.33333333,10,2.93956044,28043,2854,1235,1236,0,470,28043,2854,1236,1235,0,470,29.26282051,7.244505495,0.935897436,986606.3571,203.0723443,8.389194139,999913.4679,0.986690744,0.000203312,8.57444E-06,0.999190939,0,1.82965E-05,3.0131E-06,153,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-327.00122,297184010,327,61,20.33333333,9,2.93956044,18179,1737,935,935,0,327,18179,1737,935,935,0,327,20.70512821,4.837912088,0.70970696,991412,129.3232601,5.700549451,999988.2866,0.991423322,0.000129512,5.84911E-06,1,0,1.11347E-05,2.09618E-06,153,61
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-311.0014,509364435,311,70,23.33333333,10,2.958791209,18264,1867,847,847,0,311,18264,1867,847,847,0,311,24.38186813,4.9496337,0.607142857,990663.9158,126.5723443,5.722527473,1000005.385,0.990658959,0.000126718,5.88468E-06,1,0,1.19679E-05,1.99358E-06,154,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-4988.0014,1591267859,4988,70,23.33333333,10,2.978021978,208550,22247,7214,9624,2403,2585,208550,22247,9624,7214,2403,4988,243.1703297,39.71794872,17.46978022,914727.7592,1561.649267,57.39377289,998227.6511,0.916194571,0.00156427,5.7721E-05,0.749584372,0.481756215,0.000142927,3.20505E-05,155,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-7724.0014,1780898920,7724,70,23.33333333,10,2.997252747,270854,29330,7284,12523,5238,2486,270854,29330,12523,7284,5238,7724,337.5311355,37.87454212,26.63827839,857763.7784,2064.89011,64.71703297,996202.8571,0.860698594,0.002070805,6.51337E-05,0.581649764,0.678146038,0.000188712,4.97041E-05,156,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-354.0014,605828729,354,70,23.33333333,10,2.997252747,22771,2354,1067,1067,0,354,22771,2354,1067,1067,0,354,23.55860806,6.274725275,0.776556777,989296.5806,158.7435897,7.247252747,999992.1099,0.989303861,0.000158869,7.44105E-06,1,0,1.50899E-05,2.26925E-06,156,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-4353.0014,1000055282,4353,70,23.33333333,10,2.92032967,166887,16161,6266,8602,2331,2022,166887,16161,8602,6266,2331,4353,179.1630037,38.8489011,16.46886447,925226.3205,1032.267399,55.51648352,998288.5055,0.926705878,0.001033944,5.58205E-05,0.728435248,0.535492764,0.000103798,2.79613E-05,152,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-418.0014,736797502,418,70,23.33333333,10,2.901098901,25509,2445,1161,1162,0,418,25509,2445,1162,1161,0,418,29.23351648,5.83974359,0.894688645,987753.9469,165.8141026,6.902014652,999962.4386,0.987790414,0.000165988,7.06616E-06,0.999139415,0,1.56737E-05,2.67961E-06,151,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-333.0014,165864443,333,70,23.33333333,10,2.901098901,21292,2081,943,944,0,333,21292,2081,944,943,0,333,21.30128205,5.114468864,0.726190476,988490.0009,126.5586081,5.978937729,999975.6062,0.988514916,0.0001267,6.11174E-06,0.998940678,0,1.334E-05,2.13466E-06,151,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-1106.0014,70505271,1106,70,23.33333333,10,2.958791209,59335,6231,2869,2873,0,1106,59335,6231,2873,2869,0,1106,66.96153846,15.26190476,2.412087912,975379.1026,346.1135531,17.87820513,999712.9826,0.975649386,0.000346499,1.8098E-05,0.998607727,0,3.99567E-05,7.09237E-06,154,70
D:1| P: 14.0,1,0.096153846,151,14,0,0,0,50,0,-258.0014,1238790954,258,70,23.33333333,10,2.92032967,19302,1904,836,836,0,258,19302,1904,836,836,0,258,19.30311355,4.585164835,0.618131868,989665.2573,123.0457875,5.358974359,1000043.09,0.989623557,0.000123203,5.49839E-06,1,0,1.22046E-05,1.65378E-06,152,70
